755,Vol D'Icare,Parc Astérix,Plailly,Hauts-de-France,France,Operating,1994,,Steel,Family,Sit Down,1345.2,35.1,,26.1,0.0,,1:15
756,Megafobia,Narberth,Pembrokeshire,Wales,United Kingdom,Operating,1996,,Wood,Thrill,Sit Down,2956.0,85.0,,48.0,0.0,,
757,Treetops Rollercoaster,Narberth,Pembrokeshire,Wales,United Kingdom,Operating,1989,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
759,Stampida,Salou,Tarragona,Catalonia,Spain,Operating,1997-03-17,,Wood,Thrill,Sit Down,3127.0,84.0,,46.0,0.0,,1:40
760,Dragon Khan,Salou,Tarragona,Catalonia,Spain,Operating,1995-05-02,,Steel,Extreme,Sit Down,4165.0,148.0,161.0,65.0,8.0,,1:45
761,Tomahawk,Salou,Tarragona,Catalonia,Spain,Operating,1997-03-17,,Wood,Family,Sit Down,1444.0,44.0,,30.0,0.0,,1:10
763,Tami-Tami,Salou,Tarragona,Catalonia,Spain,Operating,1998-07,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
764,Katun,Mirabilandia,Savio,Emilia-Romagna,Italy,Operating,2000-04-01,,Steel,Extreme,Inverted,3937.0,164.1,147.7,64.6,6.0,,2:22
766,Sierra Tonante,Mirabilandia,Savio,Emilia-Romagna,Italy,Operated,1992,2007,Wood,Extreme,Sit Down,3280.8,114.8,,62.1,0.0,,1:30
769,Xpress: Platform 13,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operating,2000-04,,Steel,Extreme,Sit Down,3267.8,84.7,,55.9,3.0,,1:15
770,Condor,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operating,1994-05,,Steel,Extreme,Inverted,2171.9,101.7,,49.7,5.0,,2:02
771,Robin Hood,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operated,2000,2018-10-28,Wood,Extreme,Sit Down,3395.7,105.0,,49.7,0.0,,2:25
772,Flying Dutchman Gold Mine,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operated,2000,2010,Steel,Thrill,Sit Down,1213.9,45.9,,28.0,0.0,,1:25
773,Speed of Sound,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operating,2000-04-22,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
774,Drako,Walibi Holland,Biddinghuizen,Flevoland,Netherlands,Operating,1992,,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
775,Big One,Blackpool,Lancashire,England,United Kingdom,Operating,1994-05-28,,Steel,Extreme,Sit Down,5497.0,213.0,205.0,74.0,0.0,65.0,3:00
776,Nemesis,Alton,Staffordshire,England,United Kingdom,Operating,1994-03-19,,Steel,Extreme,Inverted,2349.0,42.6,104.0,50.0,4.0,,1:20
777,Oblivion,Alton,Staffordshire,England,United Kingdom,Operating,1998-03-14,,Steel,Extreme,Sit Down,1222.0,65.0,180.0,68.0,0.0,87.5,1:15
778,Corkscrew,Alton,Staffordshire,England,United Kingdom,Operated,1980-04-04,2008-11-09,Steel,Extreme,Sit Down,2400.0,75.0,68.0,40.0,2.0,,1:15
779,Ultimate,Ripon,North Yorkshire,England,United Kingdom,Operating,1991-07-17,,Steel,Extreme,Sit Down,7442.0,107.0,,50.0,0.0,,
783,Ladybird,Ripon,North Yorkshire,England,United Kingdom,Operating,1993,,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
785,Rattlesnake,Chessington,Greater London,England,United Kingdom,Operating,1998,,Steel,Thrill,Sit Down,1213.9,49.3,,28.0,0.0,46.0,1:10
788,Revolution,Blackpool,Lancashire,England,United Kingdom,Operating,1979,,Steel,Extreme,Sit Down,635.0,56.0,47.0,45.0,1.0,,1:06
792,Grand National,Blackpool,Lancashire,England,United Kingdom,Operating,1935,,Wood,Thrill,Sit Down,3302.0,62.0,,40.0,0.0,,2:20
793,Nickelodeon Streak,Blackpool,Lancashire,England,United Kingdom,Operating,1933,,Wood,Family,Sit Down,2293.0,61.0,,35.0,0.0,,1:44
798,Thunderlooper,Alton,Staffordshire,England,United Kingdom,Operated,1990,1996-11-03,Steel,Extreme,Sit Down,722.0,137.8,,53.0,1.0,70.0,
802,Cyclone,Southport,Merseyside,England,United Kingdom,Operated,1937-03-26,2006-09-05,Wood,,Sit Down,2500.0,60.0,,42.0,0.0,,1:45
805,Traumatizer,Southport,Merseyside,England,United Kingdom,Operated,1999,2006-09-05,Steel,Extreme,Inverted,2260.5,109.3,,49.7,5.0,,1:23
807,Missile,Ilkeston,Derbyshire,England,United Kingdom,Operated,1989-07-04,2004,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
810,Hornet,Helston,Cornwall,England,United Kingdom,Operating,1995,,Steel,Family,Sit Down,1345.2,35.1,,26.1,0.0,,
811,Roller Coaster,Great Yarmouth,Norfolk,England,United Kingdom,Operating,1932,,Wood,,Sit Down,3223.1,70.0,,45.0,0.0,,3:30
814,Shockwave,Drayton Bassett,Staffordshire,England,United Kingdom,Operating,1994,,Steel,Extreme,Stand Up,1640.4,120.0,,53.0,4.0,,1:36
819,Wild Mouse,Malton,North Yorkshire,England,United Kingdom,Operated,1997,2012-11-02,Steel,Thrill,Sit Down,1213.9,49.3,,28.0,0.0,46.0,1:10
823,Corkscrew,Malton,North Yorkshire,England,United Kingdom,Operated,1983,2011-10-29,Steel,Extreme,Sit Down,2400.0,75.0,68.0,40.0,2.0,,
825,Magnum Force,Malton,North Yorkshire,England,United Kingdom,Operated,2000,2005,Steel,Extreme,Sit Down,3444.0,111.0,,53.0,3.0,,
826,Tower of Terror,Chorley,Lancashire,England,United Kingdom,Operated,1989,2000,Steel,Extreme,Sit Down,1817.0,60.0,,41.0,1.0,,1:48
831,Storm,Skegness,Lincolnshire,England,United Kingdom,Operated,1989,2005,Steel,Thrill,Sit Down,1066.3,36.1,,28.0,0.0,,0:55
833,Crazy Mouse,Brighton,East Sussex,England,United Kingdom,Operating,2000-05,,Steel,Thrill,Sit Down,1377.9,42.7,,29.1,0.0,,1:30
834,Ladybird,Kettering,Northamptonshire,England,United Kingdom,Operating,1999,,Steel,Kiddie,Sit Down,197.5,10.8,,16.2,0.0,,
835,Roller Coaster,Kettering,Northamptonshire,England,United Kingdom,Operating,1992,,Steel,Thrill,Sit Down,1066.3,36.1,,28.0,0.0,,0:55
837,Rhino Coaster,Bewdley,Worcestershire,England,United Kingdom,Operating,1992,,Steel,Family,Sit Down,1099.1,42.7,,28.5,0.0,,1:06
838,Monkey Mayhem,Bewdley,Worcestershire,England,United Kingdom,Operating,1998,,Steel,Thrill,Sit Down,1377.9,42.7,,29.1,0.0,,1:30
841,Rhombus Rocket,Ingoldmells,Lincolnshire,England,United Kingdom,Operating,1995,,Steel,Family,Sit Down,967.8,17.1,,28.8,0.0,,1:26
843,Millennium,Ingoldmells,Lincolnshire,England,United Kingdom,Operating,1999-05-22,,Steel,Extreme,Sit Down,2736.0,150.0,,55.9,3.0,,
846,The Walking Dead - The Ride,Chertsey,Surrey,England,United Kingdom,Operating,1996-03-23,,Steel,Family,Sit Down,1312.3,41.7,,27.7,0.0,,2:00
847,Flying Fish,Chertsey,Surrey,England,United Kingdom,Operating,2007-03-10,,Steel,Family,Sit Down,767.8,20.7,,18.8,0.0,,
849,Blizzard,Walton on the Naze,Essex,England,United Kingdom,Operated,,,Steel,,Sit Down,721.8,24.6,,22.4,0.0,,
851,Egg-Spress,Lowestoft,Suffolk,England,United Kingdom,Operating,1986,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
852,Cannonball Express,Lowestoft,Suffolk,England,United Kingdom,Operating,1995,,Steel,Thrill,Sit Down,1738.0,52.5,,34.0,0.0,,
853,Mouse Trap,Lowestoft,Suffolk,England,United Kingdom,Operated,2000-08,2005,Steel,Thrill,Sit Down,1377.9,42.7,,29.1,0.0,,1:30
856,Cat-O-Pillar Coaster,Romsey,Hampshire,England,United Kingdom,Operating,2000,,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
858,Boomerang,Cleethorpes,Lincolnshire,England,United Kingdom,Operated,1993-05-27,2016-10-29,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
859,Mini Mine Train,Cleethorpes,Lincolnshire,England,United Kingdom,Operated,1993-05-27,2016-10-29,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
864,Super Figure Eight,Folkestone,Kent,England,United Kingdom,Operated,,,Steel,Thrill,Sit Down,1738.0,52.5,,34.0,0.0,,
865,Maximus,Exeter,Devon,England,United Kingdom,Operating,2000,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
872,Wild Mouse,Margate,Kent,England,United Kingdom,Operated,1998,2004,Steel,Thrill,Sit Down,1213.9,49.3,,28.0,0.0,46.0,1:34
873,Ladybird,Margate,Kent,England,United Kingdom,Operated,1986,1998,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
875,Scenic Railway,Margate,Kent,England,United Kingdom,Operating,1920-07-03,,Wood,,Sit Down,3000.0,40.0,,35.0,0.0,,
882,Magic Mouse,Folkestone,Kent,England,United Kingdom,Operated,1998,2003-02-03,Steel,Thrill,Sit Down,1377.9,42.7,,29.1,0.0,,1:30
889,Crazy Mouse,Blackpool,Lancashire,England,United Kingdom,Operated,1998,2009,Steel,Thrill,Sit Down,1377.9,42.7,,29.1,0.0,,1:30
894,Barnstormer,Southend On Sea,Essex,England,United Kingdom,Operating,2000,,Steel,Family,Sit Down,728.3,29.5,,24.2,0.0,,
895,New Roller Coaster,Gateshead,Tyne and Wear,England,United Kingdom,Operated,1988-02,2008-04-20,Steel,Family,Sit Down,1194.3,48.3,,26.8,0.0,,1:00
897,Python,Efteling,Kaatsheuvel,North Brabant,Netherlands,Operating,1981-04-12,,Steel,Extreme,Sit Down,2460.0,95.0,,46.6,4.0,,2:08
898,Pegasus,Efteling,Kaatsheuvel,North Brabant,Netherlands,Operated,1991-07-01,2009-06-19,Wood,Thrill,Sit Down,1615.0,49.3,39.3,34.2,0.0,,1:43
899,Bob,Efteling,Kaatsheuvel,North Brabant,Netherlands,Operated,1985-04-04,2019-09-01,Steel,Thrill,Bobsled,1719.2,65.6,,37.3,0.0,,1:40
900,Vogel Rok,Efteling,Kaatsheuvel,North Brabant,Netherlands,Operating,1998-04-09,,Steel,Thrill,Sit Down,2109.6,65.6,62.3,40.4,0.0,,1:41
901,Kopermijn,Drievliet Family Park,The Hague,Zuid-Holland,Netherlands,Operating,1996,,Steel,Thrill,Sit Down,1213.9,49.3,,28.0,0.0,46.0,1:35
902,Tornado,Avonturenpark Hellendoorn,Hellendoorn,Overijssel,Netherlands,Operating,1990,,Steel,Extreme,Sit Down,1509.2,82.0,,37.3,2.0,,1:08
903,Avonturenslang,Avonturenpark Hellendoorn,Hellendoorn,Overijssel,Netherlands,Operated,1978,2004,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
907,Thunder Loop,Attractiepark Slagharen,Slagharen,Overijssel,Netherlands,Operated,1979,2016-10-02,Steel,Extreme,Sit Down,1942.3,80.4,,47.8,1.0,,1:42
912,Blizzard,Porthcawl,Bridgend,Wales,United Kingdom,Operated,1996,2004-08-13,Steel,Family,Sit Down,721.8,24.6,,22.4,0.0,,
914,Boomerang,Pwllheli,Gwynedd,Wales,United Kingdom,Operated,1987,1998,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
916,Looping Star,Lichtaart,Antwerp,Flemish Region,Belgium,Operated,1979,2003-11-02,Steel,Extreme,Sit Down,1942.3,80.4,,47.8,1.0,,
917,Mount Mara,Lichtaart,Antwerp,Flemish Region,Belgium,Operating,1989-05,,Steel,Thrill,Sit Down,2362.2,86.3,,31.1,0.0,,2:20
918,Speedy Bob,Lichtaart,Antwerp,Flemish Region,Belgium,Operated,1998-07-02,2008,Steel,Thrill,Sit Down,1213.9,45.9,,28.0,0.0,,1:25
919,Bob Express,Lichtaart,Antwerp,Flemish Region,Belgium,Operating,2000-05-15,,Steel,Family,Sit Down,1709.3,32.8,,22.4,0.0,,2:30
920,X-Flight,Geauga Lake & Wildwater Kingdom,Aurora,Ohio,United States,Operated,2001-05-26,2006,Steel,Extreme,Flying,3340.0,115.0,,50.0,5.0,,2:10
921,Psyké Underground,Wavre,Walloon Brabant,Wallonia,Belgium,Operating,1982,,Steel,Extreme,Sit Down,722.0,137.8,,53.0,1.0,70.0,0:35
922,Vampire,Wavre,Walloon Brabant,Wallonia,Belgium,Operating,1999,,Steel,Extreme,Inverted,2260.5,109.3,,49.7,5.0,,1:36
923,Tornado,Wavre,Walloon Brabant,Wallonia,Belgium,Operated,1979,2002,Steel,Extreme,Sit Down,2400.0,75.0,68.0,40.0,2.0,,
924,Calamity Mine,Wavre,Walloon Brabant,Wallonia,Belgium,Operating,1992,,Steel,Thrill,Sit Down,2575.5,45.9,,30.1,0.0,,2:20
925,Coccinelle,Wavre,Walloon Brabant,Wallonia,Belgium,Operated,1999,2017-09-11,Steel,Kiddie,Sit Down,197.5,10.8,,16.2,0.0,,
926,Boomerang,Ypres,West Flanders,Flemish Region,Belgium,Operating,1984,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
927,Keverbaan,Ypres,West Flanders,Flemish Region,Belgium,Operating,1981,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
930,Apple Zapple,Kings Dominion,Doswell,Virginia,United States,Operating,2002-03-23,,Steel,Thrill,Sit Down,1312.3,51.8,49.8,35.0,0.0,,
934,Achtbaan,Amusementspark Tivoli,Berg en Dal,Gelderland,Netherlands,Operating,1980,,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,1:36
935,Jul's RollerSkates,Julianatoren,Apeldoorn,Gelderland,Netherlands,Operating,1993-04-04,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,1:44
941,Boomerang,Walibi Sud-Ouest,Roquefort,Nouvelle-Aquitaine,France,Operating,1992,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
942,Coccinelle,Walibi Sud-Ouest,Roquefort,Nouvelle-Aquitaine,France,Operating,1992,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
943,EqWalizer,Walibi Rhône-Alpes,Les Avenières,Auvergne-Rhône-Alpes,France,Operating,1988,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
944,Kikkerachtbaan,Duinrell,Wassenaar,Zuid-Holland,Netherlands,Operating,1985,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,2:15
946,Coccinelle,Walibi Rhône-Alpes,Les Avenières,Auvergne-Rhône-Alpes,France,Operating,1992,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
947,Coleoz'Arbres,Bagatelle,Merlimont,Hauts-de-France,France,Operated,1994-04-03,2007,Steel,Thrill,Sit Down,1765.1,44.3,,31.1,0.0,,1:00
951,Serpent Hopi,OK Corral,Cuges-les-Pins,Provence-Alpes-Côte d'Azur,France,Operating,2002,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
952,Figure of Eight,Brean,Somerset,England,United Kingdom,Operated,1998,2001,Steel,,Sit Down,639.8,23.0,,24.9,0.0,,
953,Tokaydo Express,Blackpool,Lancashire,England,United Kingdom,Operated,1980,1997,Steel,,Sit Down,639.8,23.0,,24.9,0.0,,
956,Big Thunder Mountain,Disneyland Paris - Disneyland Park,Marne la Vallée,Île-de-France,France,Operating,1992-04-12,,Steel,Thrill,Sit Down,4921.3,72.2,39.3,40.4,0.0,,3:56
958,Bumerang,Tashkentland,Yunusabad,Tashkent City,Uzbekistan,Operating,1995,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
959,Star Wars Hyperspace Mountain: Rebel Mission,Disneyland Paris - Disneyland Park,Marne la Vallée,Île-de-France,France,Operating,1995-06-01,,Steel,Extreme,Sit Down,3280.8,105.0,,44.0,3.0,,2:05
960,Tigre de Sibérie,Le Pal,Dompierre Sur Besbre,Auvergne-Rhône-Alpes,France,Operating,1990,,Steel,Family,Sit Down,1181.1,42.7,,24.9,0.0,,
961,Blue Tornado,Gardaland,Castelnuovo del Garda,Veneto,Italy,Operating,1998,,Steel,Extreme,Inverted,2510.0,109.3,,49.7,5.0,,1:42
962,Shaman,Gardaland,Castelnuovo del Garda,Veneto,Italy,Operating,1985,,Steel,Extreme,Sit Down,2296.6,98.4,,43.5,4.0,,2:00
964,Jaguar,Seville,Seville,Andalusia,Spain,Operating,1997-06-28,,Steel,Extreme,Inverted,2510.0,109.3,,49.7,5.0,,1:42
966,Ghost Chasers,Movie Park Germany,Bottrop,North Rhine-Westphalia,Germany,Operating,2000,,Steel,Thrill,Sit Down,1213.9,45.9,,28.0,0.0,,1:50
967,Bandit,Movie Park Germany,Bottrop,North Rhine-Westphalia,Germany,Operating,1999-05-07,,Wood,Extreme,Sit Down,3605.7,91.2,81.7,49.7,0.0,,1:30
968,Backyardigans: Mission to Mars,Movie Park Germany,Bottrop,North Rhine-Westphalia,Germany,Operating,1996,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
969,MP-Xpress,Movie Park Germany,Bottrop,North Rhine-Westphalia,Germany,Operating,2001-04-06,,Steel,Extreme,Inverted,2260.5,109.3,,49.7,5.0,,1:36
971,Matterhorn Blitz,Europa Park,Rust,Baden-Württemberg,Germany,Operating,1999-03-25,,Steel,Thrill,Sit Down,1256.6,52.5,,35.0,0.0,,3:05
972,Euro Mir,Europa Park,Rust,Baden-Württemberg,Germany,Operating,1997-06-12,,Steel,Thrill,Sit Down,3215.3,92.0,,49.7,0.0,,4:33
973,Eurosat - CanCan Coaster,Europa Park,Rust,Baden-Württemberg,Germany,Operating,1989-08-05,,Steel,Thrill,Sit Down,3024.8,83.7,,37.3,0.0,32.0,3:18
974,Schweizer Bobbahn,Europa Park,Rust,Baden-Württemberg,Germany,Operating,1985,,Steel,Thrill,Bobsled,1597.8,62.3,,31.1,0.0,,1:45
975,Alpenexpress Enzian,Europa Park,Rust,Baden-Württemberg,Germany,Operating,1984,,Steel,Family,Sit Down,866.2,19.7,,28.0,0.0,,
976,Super Wirbel,Holiday Park,Hassloch,Rhineland-Palatinate,Germany,Operated,1979,2013-10-31,Steel,Extreme,Sit Down,2400.0,75.0,68.0,40.0,2.0,,1:25
977,Expedition GeForce,Holiday Park,Hassloch,Rhineland-Palatinate,Germany,Operating,2001-06-18,,Steel,Extreme,Sit Down,4002.6,173.9,,74.6,0.0,82.0,1:15
978,Colorado Adventure,Phantasialand,Brühl,North Rhine-Westphalia,Germany,Operating,1996-05-11,,Steel,Thrill,Sit Down,4199.5,85.3,,31.1,0.0,,2:55
980,Crazy Bats,Phantasialand,Brühl,North Rhine-Westphalia,Germany,Operating,1988-04-01,,Steel,Thrill,Sit Down,3851.7,38.4,,28.9,0.0,,4:00
981,Nessie,Hansa Park,Sierksdorf,Schleswig-Holstein,Germany,Operating,1980-04,,Steel,Extreme,Sit Down,2431.1,85.3,,49.1,1.0,,2:10
982,Crazy Mine,Hansa Park,Sierksdorf,Schleswig-Holstein,Germany,Operating,1997,,Steel,Thrill,Sit Down,1213.9,49.3,,28.0,0.0,46.0,1:10
983,Royal Scotsman,Hansa Park,Sierksdorf,Schleswig-Holstein,Germany,Operating,1993,,Steel,Family,Sit Down,1712.6,52.5,,31.1,0.0,,1:10
984,Bobbahn,Heide Park Resort,Soltau,Lower Saxony,Germany,Operating,1994,,Steel,Thrill,Bobsled,3248.0,88.6,,32.9,0.0,,1:40
985,Grottenblitz,Heide Park Resort,Soltau,Lower Saxony,Germany,Operating,1985,,Steel,Family,Sit Down,1213.8,19.7,,28.0,0.0,,
986,Big Loop,Heide Park Resort,Soltau,Lower Saxony,Germany,Operating,1983,,Steel,Extreme,Sit Down,2316.3,98.4,,39.2,4.0,,
987,Limit,Heide Park Resort,Soltau,Lower Saxony,Germany,Operating,1999,,Steel,Extreme,Inverted,2260.5,109.3,,49.7,5.0,,1:36
988,Colossos - Kampf der Giganten,Heide Park Resort,Soltau,Lower Saxony,Germany,Operating,2001-04-13,,Wood,Extreme,Sit Down,4409.4,164.0,159.1,68.4,0.0,61.0,2:25
990,Jet Star,Spreepark,Berlin,Berlin,Germany,Operated,1970,2001,Steel,Thrill,Sit Down,1765.1,44.3,,31.1,0.0,,
992,Boomerang,Freizeit-Land Geiselwind,Geiselwind,Bavaria,Germany,Operating,2000,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
994,Marienkäferbahn,Freizeit-Land Geiselwind,Geiselwind,Bavaria,Germany,Operated,1989,2008,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
997,K3 Roller Skater,Adinkerke-De Panne,West Flanders,Flemish Region,Belgium,Operating,1991,,Steel,Family,Sit Down,1099.1,42.7,,28.5,0.0,,1:06
998,Flying Tiger,Safariland Stukenbrock,Stukenbrock,North Rhine-Westphalia,Germany,Operating,1981,,Steel,Extreme,Sit Down,1148.3,64.0,,37.3,2.0,,
999,Marienkäferbahn,Safariland Stukenbrock,Stukenbrock,North Rhine-Westphalia,Germany,Operating,1979,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
1000,Potts Blitz,Potts Park,Minden,North Rhine-Westphalia,Germany,Operating,1993,,Steel,Family,Sit Down,728.3,29.5,,24.2,0.0,,
1003,Marienkäferbahn,Fort Fun Abenteuerland,Wasserfall,North Rhine-Westphalia,Germany,Operating,1986,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
1004,SpeedSnake FREE,Fort Fun Abenteuerland,Wasserfall,North Rhine-Westphalia,Germany,Operating,1982,,Steel,Extreme,Sit Down,1148.3,64.0,,37.3,2.0,,1:00
1005,Flinker Fridolin,Panorama Park,Kirchhundem,North Rhine-Westphalia,Germany,Operated,1993,2007,Steel,Family,Sit Down,2460.7,45.9,,32.9,0.0,,
1006,Viktor's Race,Adinkerke-De Panne,West Flanders,Flemish Region,Belgium,Operating,1976,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
1008,Familien-Achterbahn,Eifelpark,Gondorf,Rhineland-Palatinate,Germany,Operated,1995,2012,Steel,Family,Sit Down,413.4,14.8,,18.6,0.0,,
1009,Achterbahn,Skyline Park,Bad Wörishofen,Bavaria,Germany,Operated,1999,2014,Steel,Thrill,Sit Down,1902.9,82.0,,31.1,0.0,,
1012,Rasender Tausendfüßler,Erlebnispark Tripsdrill,Cleebronn,Baden-Württemberg,Germany,Operating,1986,,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
1013,Marienkäfer Hochbahn,Churpfalzpark,Loifling,Bavaria,Germany,Operating,1983,,Steel,Family,Sit Down,197.5,10.8,,16.2,0.0,,
1014,Familienachterbahn,Erse Park Uetze,Uetze,Lower Saxony,Germany,Operating,1992,,Steel,Family,Sit Down,413.4,14.8,,18.6,0.0,,
1015,Familienachterbahn,Schloß Beck Freizeitpark,Bottrop,North Rhine-Westphalia,Germany,Operating,1987,,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
1016,Chura Racer,Serengeti Park,Hodenhagen,Lower Saxony,Germany,Operated,1983,2019-11-03,Steel,Family,Sit Down,1181.1,26.3,,22.4,0.0,,
1018,Familien-Achterbahn,Tolk Schau,Tolk,Schleswig-Holstein,Germany,Operating,2000,,Steel,Family,Sit Down,413.4,14.8,,18.6,0.0,,
1019,Oachkatzl,Märchenwald im Isartal,Wolfratshausen,Bavaria,Germany,Operating,1999,,Steel,Family,Sit Down,951.4,34.4,,28.6,0.0,,
1020,Dinolino’s VR-Ride,Erlebnispark Schloss Thurn,Heroldsbach,Bavaria,Germany,Operating,1998,,Steel,Family,Sit Down,728.0,29.0,,24.2,0.0,,
1021,Wilde Maus,Taunus Wunderland,Schlangenbad,Hesse,Germany,Operating,1999,,Steel,Thrill,Sit Down,1213.9,45.9,,28.0,0.0,,1:50
1023,Achterbahn,Rasti-Land,Salzhemmendorf,Lower Saxony,Germany,Operating,1991,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
1028,Cobra,Wavre,Walloon Brabant,Wallonia,Belgium,Operating,2001-04-28,,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
1029,Loup-Garou,Wavre,Walloon Brabant,Wallonia,Belgium,Operating,2001-04-28,,Wood,Extreme,Sit Down,3395.7,91.8,77.1,49.7,0.0,,2:05
1031,Mine Train,Attractiepark Slagharen,Slagharen,Overijssel,Netherlands,Operating,2001-04,,Steel,Family,Sit Down,1099.1,42.7,,28.5,0.0,,1:02
1032,Merlin's Revenge,Castle Amusement Park,Riverside,California,United States,Operating,2001-07-13,,Steel,Family,Sit Down,679.2,27.9,,21.7,0.0,,0:44
1035,Family Adventure,Mirabilandia,Savio,Emilia-Romagna,Italy,Operated,2001-04-01,2011,Steel,Family,Sit Down,1099.1,42.7,,28.5,0.0,,1:15
1037,Flying Ace Aerial Chase,Kings Island,Mason,Ohio,United States,Operating,2001,,Steel,Family,Inverted,1122.1,48.6,,26.0,0.0,,1:30
1040,Déjà Vu,Six Flags Over Georgia,Austell,Georgia,United States,Operated,2001-09-01,2007,Steel,Extreme,Inverted,1204.0,191.6,177.0,65.6,3.0,90.0,1:32
1041,Toos-Express,Toverland,Sevenum,Limburg,Netherlands,Operating,2001-05-19,,Steel,Family,Sit Down,1049.8,39.3,,37.3,0.0,,0:52
1043,Loopen,TusenFryd,Oppegård,Akershus,Norway,Operating,1988,,Steel,Extreme,Sit Down,1371.4,68.9,,43.5,2.0,,
1044,Cheetah,Wild Adventures,Valdosta,Georgia,United States,Operating,2001-06-16,,Wood,Extreme,Sit Down,2680.0,92.0,90.0,52.0,0.0,,
1047,Timber Ride,Legoland Billund,Billund,Syddanmark,Denmark,Operated,1978,2013-08-19,Steel,Family,Sit Down,197.5,10.8,,16.2,0.0,,
1048,Boomerang,Tivoli Karolinelund,Aalborg,Midtjylland,Denmark,Operated,1985,2010-09-04,Steel,Extreme,Sit Down,935.0,116.5,,47.0,3.0,,1:48
1052,Slangen,Tivoli Gardens,Copenhagen,Sjælland,Denmark,Operated,1989,2003-09-21,Steel,Thrill,Sit Down,1273.0,36.1,,24.9,0.0,,
1054,Rutschebanen,Tivoli Gardens,Copenhagen,Sjælland,Denmark,Operating,1914,,Wood,Thrill,Sit Down,2362.2,39.4,,37.3,0.0,,2:10
1055,Rutschebanen,Bakken,Klampenborg,Sjælland,Denmark,Operating,1932-05-16,,Wood,,Sit Down,2795.3,72.2,,34.2,0.0,,2:30
1057,Mine Expressen,Fårup Sommerland,Blokhus,Nordjylland,Denmark,Operating,1992,,Steel,Family,Sit Down,1099.1,42.7,,28.5,0.0,,1:06
1059,Cirkusexpressen,Liseberg,Gothenburg,Västra Götaland,Sweden,Operated,1977,2008,Steel,Family,Sit Down,652.9,19.7,,19.9,0.0,,
1060,HangOver,Liseberg,Gothenburg,Västra Götaland,Sweden,Operated,1997,2002,Steel,Extreme,Inverted,1013.8,131.2,,50.0,3.0,,1:30
1061,Lisebergbanan,Liseberg,Gothenburg,Västra Götaland,Sweden,Operating,1987-04-18,,Steel,Extreme,Sit Down,4397.0,147.7,,49.7,0.0,36.0,
1062,Jetline,Gröna Lund,Stockholm,Stockholm,Sweden,Operating,1988,,Steel,Extreme,Sit Down,2624.7,105.0,,55.9,0.0,80.0,1:30
1063,Nyckelpigan,Gröna Lund,Stockholm,Stockholm,Sweden,Operating,1976,,Steel,Family,Sit Down,197.5,10.8,,16.2,0.0,,
1072,Linnunrata eXtra,Linnanmäki,Helsinki,Uusimaa,Finland,Operating,2000-05-01,,Steel,Family,Sit Down,984.3,23.0,,24.9,0.0,,0:50
